lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
31,1,96.75,4,17,4,2,2,0,0,1
0,0,99.0,8,11,4,1,0,0,0,1
57,0,81.9,4,1,4,2,1,3,0,0
33,0,106.4,2,29,4,1,1,0,3,1
78,0,120.49,12,16,3,2,0,1,0,1
179,0,82.18,8,26,4,2,2,0,0,0
64,0,136.8,9,6,4,5,1,0,3,0
12,1,105.0,5,8,4,0,2,0,0,1
1,1,120.0,10,22,4,1,0,3,0,1
3,0,77.77,11,2,4,1,1,0,0,1
103,1,137.7,8,2,4,2,0,0,3,1
7,1,97.0,5,16,4,0,1,0,0,1
12,1,171.33,9,18,4,1,2,0,0,1
267,0,121.5,12,31,4,1,1,0,3,1
38,1,121.95,4,25,4,3,1,0,0,1
21,0,91.0,3,7,4,0,1,0,0,0
46,0,99.0,3,24,4,1,0,0,0,0
160,0,146.7,8,22,4,2,1,0,3,0
2,0,197.0,5,20,4,1,0,0,3,1
179,1,97.7,6,3,4,2,0,0,3,1
0,0,82.66,10,10,4,0,1,3,0,1
66,1,141.9,9,1,4,3,0,0,0,1
164,0,115.0,10,16,3,0,1,0,0,0
7,2,165.67,8,15,4,2,1,0,0,1
251,2,100.3,9,25,4,2,2,0,0,0
222,2,70.55,12,27,4,5,0,3,0,1
31,0,69.3,10,19,3,2,1,0,0,1
65,1,112.2,4,8,4,3,2,0,3,1
40,2,148.28,10,15,4,2,2,0,3,1
10,0,169.0,6,12,4,6,4,0,3,0
150,0,231.6,8,19,4,2,1,1,5,0
101,0,103.6,4,11,4,2,1,0,3,1
10,1,180.0,10,19,4,4,0,0,0,1
4,1,0.0,8,23,1,1,2,0,0,1
80,1,74.8,3,25,3,2,2,0,0,1
68,0,80.75,6,18,3,1,2,0,0,1
1,3,105.0,8,11,4,3,0,0,0,1
28,0,90.0,5,17,3,2,0,0,0,1
68,1,89.25,10,11,4,2,2,0,0,0
19,0,217.67,4,29,4,2,1,0,5,0
4,1,65.0,7,18,2,1,1,0,0,1
10,0,215.0,5,13,4,3,2,0,5,0
290,0,90.95,10,20,4,3,2,0,0,0
47,0,55.24,1,30,4,2,2,0,0,1
14,0,89.0,4,17,4,1,2,3,0,0
66,3,93.6,11,3,4,3,0,0,0,1
109,3,131.4,8,11,4,3,1,0,3,1
4,3,128.0,8,17,4,1,1,0,0,1
144,2,129.6,9,22,4,3,1,0,0,0
8,0,93.0,2,22,4,3,1,0,0,1
75,1,99.0,7,10,4,2,2,3,0,1
14,0,191.5,4,18,4,3,1,0,5,0
131,0,103.5,12,26,4,0,1,0,3,0
4,2,194.33,3,27,4,1,2,0,5,1
37,0,85.5,9,25,3,0,1,0,0,1
131,1,86.9,10,21,4,2,2,0,0,1
33,0,150.57,8,13,3,2,2,0,4,1
54,0,159.3,6,4,4,1,0,0,3,0
7,0,59.14,12,23,4,5,2,3,0,1
100,0,73.95,3,17,4,3,1,0,0,1
142,2,168.3,8,27,4,1,0,0,5,0
88,0,93.6,12,1,4,2,0,0,0,0
6,2,164.2,11,6,4,3,2,0,0,1
7,0,40.0,11,15,2,1,0,0,0,1
73,0,80.75,4,2,3,2,2,0,0,1
30,2,84.55,8,30,4,4,0,0,0,1
159,1,106.74,7,6,4,5,2,0,0,0
167,0,102.0,9,16,4,4,0,0,3,0
13,2,93.75,10,31,4,3,1,3,0,1
1,0,100.0,2,25,4,3,0,0,5,1
194,0,86.75,7,15,4,1,0,0,1,0
33,0,98.1,6,9,4,1,0,3,0,0
16,0,127.5,4,7,4,3,1,0,3,0
203,1,95.4,6,6,4,1,1,3,0,1
86,1,88.2,11,30,4,1,0,0,0,1
46,0,118.8,10,10,3,1,0,1,3,1
0,1,147.5,7,6,4,4,0,0,0,1
2,2,106.0,8,21,4,2,0,0,0,1
31,1,75.0,10,25,3,1,2,0,3,1
1,0,0.0,8,12,1,2,0,0,0,1
181,1,120.0,10,11,4,2,0,0,0,0
72,1,53.95,9,19,4,3,1,0,3,1
68,1,63.0,1,2,3,1,2,0,0,1
75,0,80.75,6,8,3,4,2,0,0,1
68,0,60.0,11,28,3,1,2,0,3,1
9,0,169.11,9,20,4,5,4,3,0,1
59,1,131.4,8,8,4,1,1,0,0,1
34,0,102.74,10,26,3,4,1,1,1,1
80,1,76.5,7,16,4,2,0,0,0,0
27,0,80.75,6,20,3,3,1,0,0,1
48,1,73.1,3,2,4,3,0,3,0,0
3,0,120.0,6,10,3,1,0,0,0,1
35,2,109.0,10,28,4,2,0,3,0,1
8,0,54.4,12,16,4,2,0,3,0,1
66,2,89.25,10,19,4,3,1,0,0,1
9,2,178.0,10,30,4,0,2,1,0,1
143,0,106.03,7,13,4,1,0,0,0,1
24,1,77.25,1,29,4,2,1,0,1,1
246,0,80.75,9,7,3,5,2,0,0,1
107,0,76.5,8,12,4,1,0,0,1,1
58,0,56.6,12,23,3,4,0,1,0,1
11,1,75.92,3,1,4,2,0,0,0,1
324,0,87.3,11,21,4,2,1,0,3,0
11,0,0.0,10,4,1,2,0,1,0,1
70,1,74.8,12,3,4,2,2,3,0,1
58,0,140.4,6,1,4,3,0,0,3,0
200,1,187.5,8,24,4,4,0,1,3,0
29,0,59.29,9,17,3,5,2,0,3,1
175,2,93.5,9,11,4,2,2,0,0,1
4,2,147.33,12,28,4,3,0,0,0,1
15,2,98.11,12,28,4,5,2,3,0,1
130,0,101.98,8,20,4,13,6,3,0,0
117,1,127.8,12,24,4,1,1,1,0,0
11,0,193.0,3,3,4,3,1,1,3,0
192,1,176.95,7,16,4,2,2,0,5,0
39,2,90.9,11,27,4,2,0,0,0,1
22,1,124.0,9,13,3,3,0,0,0,1
30,2,88.4,11,17,4,3,1,0,0,1
73,0,75.0,12,4,3,0,2,0,0,1
56,0,88.23,11,10,4,3,1,0,0,1
1,0,65.0,11,19,2,1,0,0,0,1
135,0,89.25,7,26,4,4,0,3,0,0
13,0,75.0,3,20,3,0,1,0,0,1
90,0,142.2,8,7,4,2,2,0,3,1
77,0,76.5,7,7,4,5,2,0,0,0
43,0,85.5,10,19,3,2,0,0,0,1
141,0,143.1,9,17,4,1,1,0,3,0
7,0,95.0,3,29,4,2,0,0,0,1
90,1,96.3,4,15,4,2,1,0,0,1
63,0,60.0,11,23,3,2,1,0,3,1
3,1,92.0,8,12,4,2,1,3,0,1
144,1,100.87,7,25,4,5,1,0,0,1
42,0,81.9,3,11,4,2,0,0,0,1
0,0,90.0,8,15,4,1,2,0,0,1
42,1,171.9,6,23,4,1,0,0,5,0
1,2,119.0,8,24,4,1,0,3,0,1
1,1,101.0,4,8,4,1,0,0,0,1
43,0,168.3,7,14,4,1,0,0,3,0
1,1,149.0,9,1,4,1,0,3,0,1
47,0,85.0,8,22,3,3,1,0,0,1
46,0,158.4,9,9,4,3,2,0,3,1
29,2,217.1,6,9,4,3,0,0,5,1
17,0,65.0,12,9,2,1,0,0,0,1
0,0,82.88,12,19,4,4,1,0,0,1
18,1,128.0,6,23,4,1,0,0,3,1
42,1,81.73,4,24,4,5,2,0,0,1
22,1,169.0,8,2,4,3,0,0,0,1
145,0,95.4,6,2,4,3,0,0,0,0
16,2,137.0,4,17,4,0,1,0,3,1
123,0,105.3,5,4,4,3,0,0,0,1
63,1,126.9,6,9,4,3,0,0,0,0
9,1,79.0,11,17,2,1,0,0,0,1
74,2,143.1,5,13,4,2,1,0,0,1
64,1,0.0,10,15,1,1,0,0,0,1
14,0,159.0,5,8,4,3,2,0,3,0
60,2,152.1,7,9,4,1,0,0,3,1
0,0,65.0,2,16,2,1,0,0,0,1
105,2,118.8,9,4,4,2,2,3,0,1
139,0,137.7,7,16,4,1,0,0,0,1
16,0,164.0,9,26,4,0,1,0,3,0
84,0,75.34,3,30,3,4,1,0,0,1
111,0,76.97,4,18,4,4,1,0,1,1
98,0,75.0,12,21,3,4,0,0,0,1
12,3,99.0,8,23,4,2,2,0,0,1
57,0,76.76,3,30,4,4,0,3,0,0
171,0,80.75,7,11,4,4,1,3,0,0
36,0,214.75,8,21,4,0,1,0,6,0
5,0,84.8,12,28,4,1,0,0,0,1
33,0,64.0,1,25,2,3,1,0,0,1
1,1,109.0,6,26,4,0,1,0,0,1
24,2,81.0,3,8,4,3,0,3,0,1
15,1,146.0,6,26,4,1,2,0,3,1
102,0,80.75,5,29,3,1,2,0,0,0
57,1,140.4,5,28,4,5,2,0,3,0
6,0,111.67,11,22,4,1,2,0,0,1
41,0,159.3,3,25,4,2,0,0,3,0
4,1,124.0,9,8,4,4,0,0,0,1
91,2,118.8,7,16,4,1,2,0,3,1
13,0,120.0,10,18,4,0,2,0,0,1
64,0,131.14,9,4,4,5,2,0,3,0
87,2,131.4,8,31,4,4,0,0,0,1
71,2,168.3,4,18,4,1,1,0,5,1
10,0,97.0,3,13,4,0,1,3,0,0
92,0,85.5,8,17,4,1,1,0,0,1
19,0,95.0,9,10,3,2,2,0,0,1
61,2,67.91,12,5,4,2,1,0,0,1
66,1,108.0,10,20,4,2,0,0,1,1
85,0,152.1,8,3,4,3,0,0,3,0
114,2,76.5,7,27,4,2,1,0,0,1
153,0,96.3,8,26,4,2,2,0,0,0
136,1,170.36,5,7,4,5,2,0,5,0
7,1,86.0,2,4,4,1,0,0,0,1
8,1,92.17,4,5,4,4,0,0,3,1
56,1,125.1,7,27,4,1,0,3,0,1
204,0,137.0,10,18,4,2,2,0,3,0
8,1,116.78,8,17,4,3,0,0,3,1
8,1,107.0,11,11,4,3,0,0,3,1
86,0,139.95,7,27,4,4,0,0,3,0
110,0,149.4,9,22,4,3,1,0,3,0
45,0,101.38,11,1,4,8,2,0,0,0
16,0,135.0,9,7,4,3,1,0,0,1
57,0,72.47,12,25,4,5,2,0,0,1
180,0,70.0,10,16,4,1,0,0,0,0
1,4,0.0,8,12,4,2,0,0,1,1
39,1,107.1,7,1,4,1,0,3,0,1
168,0,85.0,4,22,4,2,1,0,0,0
3,0,117.33,8,17,4,2,1,0,0,1
104,1,65.67,4,11,4,5,1,0,0,1
68,2,79.56,10,30,4,3,2,3,0,1
9,2,82.0,1,15,4,2,1,0,0,1
94,0,96.3,4,8,4,2,1,0,0,0
183,1,105.3,8,8,4,1,1,0,0,0
122,2,105.83,7,9,4,2,2,0,0,1
67,0,75.0,11,25,3,2,0,0,0,1
116,0,89.25,10,27,4,3,0,0,0,1
56,0,99.9,6,21,4,2,0,0,0,0
60,1,112.95,7,9,4,2,2,0,0,1
137,0,105.3,5,5,4,3,0,0,0,0
35,0,162.45,3,18,4,2,0,0,5,1
200,3,76.5,8,22,4,1,0,0,0,1
136,1,221.3,8,12,4,2,0,0,5,0
206,0,101.83,6,30,4,3,1,0,4,0
1,1,66.0,2,3,2,1,0,0,0,1
15,0,182.14,10,1,4,1,2,0,5,1
0,2,0.0,3,21,1,1,1,0,5,1
114,0,75.0,6,3,3,2,1,0,0,0
0,1,115.0,8,10,4,0,1,0,0,1
91,1,118.8,7,13,4,4,0,0,3,1
159,0,105.3,8,5,4,1,0,0,0,0
83,0,174.6,6,7,4,3,0,1,3,1
152,1,62.0,2,20,3,1,2,0,3,1
7,0,77.25,12,20,4,0,1,0,1,1
34,1,134.1,8,15,4,2,1,3,0,1
11,0,67.0,11,25,2,1,0,0,0,1
91,0,110.0,9,30,3,2,1,0,0,1
80,0,119.07,10,6,4,3,0,0,3,0
9,2,153.0,8,14,4,0,2,3,0,1
157,2,120.7,7,6,4,4,0,0,3,0
161,1,87.13,7,16,4,2,2,3,0,1
92,2,135.15,5,15,4,2,2,0,0,1
54,0,116.1,5,6,4,2,0,3,0,0
44,0,108.45,6,19,4,2,2,0,0,0
30,1,122.85,8,29,4,1,1,0,0,1
8,0,78.0,12,16,4,2,0,3,0,1
19,0,48.0,9,21,3,1,1,0,0,0
132,0,89.25,5,16,4,3,1,3,0,0
38,0,95.2,12,27,4,4,0,3,0,1
6,1,70.0,12,27,3,5,1,0,0,1
115,0,72.25,8,22,3,3,1,0,0,1
145,0,94.5,8,1,4,1,1,3,0,1
46,1,186.77,9,5,4,3,1,0,6,1
1,2,141.0,6,18,4,1,2,0,0,1
11,1,124.33,6,21,4,3,0,0,0,1
5,0,65.0,9,9,2,2,0,0,0,1
113,0,72.25,7,15,3,2,2,0,0,1
3,1,135.8,5,23,4,0,1,3,0,1
48,0,109.65,5,7,4,4,2,3,0,0
102,1,77.78,4,14,4,3,1,0,1,1
203,1,102.08,9,5,3,3,1,0,0,0
159,0,94.5,8,5,4,1,0,3,0,0
159,1,90.95,6,27,4,3,1,0,0,1
16,0,91.5,11,18,4,2,2,3,0,0
30,0,85.0,10,27,3,3,0,0,0,1
2,0,127.0,6,30,4,1,0,3,0,1
42,0,103.84,4,21,4,3,1,0,0,1
18,0,87.0,2,21,3,2,2,0,0,1
52,1,125.99,11,9,4,3,0,0,0,0
33,1,125.1,9,9,4,2,1,3,0,1
23,1,90.95,11,12,4,3,1,0,0,1
72,1,72.0,11,19,3,5,2,0,0,1
56,1,76.92,6,21,4,3,0,0,0,1
14,0,55.0,12,3,3,5,2,0,0,1
1,1,99.0,6,13,4,0,1,0,0,1
212,1,96.9,8,19,3,2,2,0,0,1
92,0,106.08,5,24,3,4,0,0,3,1
83,0,80.75,5,2,3,3,1,0,0,1
214,1,90.95,10,20,4,5,2,0,0,1
18,0,90.0,6,21,2,3,0,0,0,1
5,0,67.0,8,30,2,3,0,0,0,1
100,0,136.0,5,19,4,3,1,0,0,0
26,0,77.0,11,16,2,2,0,0,0,1
257,2,65.29,10,4,4,3,2,0,0,1
73,1,100.0,9,15,2,1,0,3,0,0
1,0,95.0,5,25,0,1,0,0,0,0
51,1,96.9,11,27,4,3,2,0,3,1
3,2,168.0,8,13,4,1,0,3,0,1
73,1,149.4,9,19,4,3,1,0,3,0
230,1,76.85,7,29,4,2,1,0,1,1
93,2,72.25,12,3,4,3,1,0,0,1
1,2,159.0,3,24,4,1,0,0,0,1
121,0,100.0,4,6,3,4,0,0,5,1
209,1,128.7,10,21,4,3,2,0,3,0
38,0,149.68,5,6,4,3,2,1,0,0
70,1,84.15,3,28,3,3,1,0,0,1
23,0,89.0,4,8,4,1,0,3,0,1
32,1,85.0,10,25,3,5,0,0,0,1
1,1,72.38,12,6,4,2,0,0,0,1
2,0,90.0,9,10,2,1,0,0,0,1
101,0,142.2,7,22,4,2,0,0,3,0
0,2,108.88,12,7,4,4,0,0,3,1
9,2,0.0,7,8,1,1,0,0,3,1
127,1,79.2,11,13,4,1,2,3,0,0
26,0,102.72,12,21,4,4,1,1,0,0
40,2,134.1,7,19,4,2,0,0,3,1
123,2,116.59,6,16,4,4,2,0,0,1
1,2,170.0,8,10,4,2,0,0,0,1
97,0,102.3,4,16,4,1,2,0,3,1
25,1,90.95,11,6,4,2,2,0,0,1
1,2,159.38,11,8,4,4,0,3,0,1
10,1,93.0,2,24,4,4,0,0,0,1
28,1,332.57,6,2,4,3,0,0,5,1
101,1,163.2,6,1,4,4,1,1,3,1
4,2,183.5,3,11,4,2,0,1,3,1
85,0,50.3,8,11,4,2,0,0,0,0
83,1,167.1,8,1,4,3,1,0,0,1
24,1,95.0,10,9,3,1,2,0,0,1
14,0,76.0,11,25,2,1,0,0,0,1
71,0,168.3,8,14,4,1,2,0,3,0
161,1,127.8,8,16,4,2,0,0,3,0
42,0,72.76,4,26,3,3,0,0,0,1
175,0,99.45,8,10,4,4,0,0,0,0
147,0,178.59,10,24,4,5,2,1,3,0
16,0,180.5,7,16,4,2,2,0,3,0
4,1,0.0,2,27,1,0,0,0,0,1
11,1,119.67,3,19,4,1,2,0,0,1
130,0,96.3,6,27,4,2,1,0,0,1
10,1,75.0,1,17,4,0,2,3,0,1
86,0,76.5,7,6,4,3,1,0,0,0
37,2,103.35,6,22,4,1,0,0,0,1
35,3,138.0,10,9,4,1,2,0,0,1
40,0,96.3,10,24,4,1,0,0,0,1
186,1,111.76,7,28,4,3,2,0,3,0
34,0,112.5,3,23,4,1,0,0,3,0
3,2,156.0,4,1,4,2,0,0,3,1
41,1,177.3,8,24,4,3,0,0,3,1
88,1,85.0,9,3,3,5,2,0,0,1
336,0,39.0,9,21,3,4,1,0,0,1
257,2,78.81,12,25,4,5,2,0,0,0
7,1,88.4,12,4,4,3,2,0,0,1
36,1,96.3,10,20,4,1,0,0,0,1
56,1,60.0,2,8,3,4,1,0,0,1
40,1,55.0,12,26,3,2,2,0,0,1
33,0,90.54,4,18,4,4,1,3,0,0
317,1,106.2,9,1,4,3,0,0,0,0
77,3,127.38,9,21,4,3,0,0,1,1
0,0,145.0,10,21,4,1,0,0,0,1
51,2,187.11,9,16,4,2,2,0,5,1
69,0,149.4,9,17,4,1,0,0,3,0
38,1,76.5,3,11,4,2,1,0,0,0
0,0,109.0,6,7,4,1,0,3,0,1
23,1,92.0,8,31,4,4,1,0,0,1
29,0,67.5,8,16,3,2,0,3,0,1
181,1,98.1,10,11,4,1,0,3,0,0
195,1,99.45,7,25,4,5,2,0,3,1
37,2,105.3,10,22,4,2,0,0,3,1
1,1,197.0,12,30,4,3,0,0,3,1
136,1,86.36,8,11,4,3,2,0,0,1
11,2,248.0,9,20,4,2,0,0,5,1
52,0,75.0,9,16,3,2,0,0,0,1
185,0,95.4,11,15,4,3,0,0,3,0
32,2,171.13,10,4,4,5,2,0,3,1
129,0,112.5,7,6,4,1,0,3,0,0
86,0,100.0,9,9,2,2,0,0,0,0
6,0,54.0,2,28,3,0,2,0,0,1
43,0,87.97,2,14,4,1,2,0,3,1
3,0,0.0,9,17,1,1,0,0,0,1
23,0,180.25,11,6,4,2,2,0,0,1
39,0,65.0,11,27,2,2,2,0,0,1
91,0,43.43,1,1,3,5,2,0,0,1
30,1,111.6,6,19,3,2,2,0,0,1
25,1,112.25,10,6,4,4,0,0,0,1
111,1,97.75,11,21,4,5,1,0,3,0
73,1,113.4,10,6,4,1,0,0,0,1
72,1,117.0,10,18,4,2,0,3,0,0
40,0,40.67,2,6,3,1,2,0,0,1
0,0,99.2,9,7,3,1,1,0,0,1
30,2,146.1,7,15,4,4,2,0,0,1
3,0,65.0,11,29,2,2,2,0,0,1
37,1,126.0,10,2,4,1,2,0,0,1
89,0,76.5,8,11,4,4,0,0,0,0
107,0,95.0,10,3,3,3,1,0,0,1
29,0,92.4,8,31,4,3,0,3,0,0
2,1,136.85,5,24,4,2,0,0,0,1
43,1,108.0,10,3,4,0,1,3,0,0
25,0,60.0,12,27,3,1,0,0,0,1
4,1,101.0,4,21,4,1,0,0,0,1
48,1,40.67,3,6,3,1,2,0,0,1
101,1,101.18,8,11,4,1,0,0,3,1
85,0,143.23,4,28,4,3,1,0,3,0
77,1,80.3,2,19,4,2,1,0,0,1
24,1,139.0,8,2,4,4,0,3,0,1
6,0,138.0,12,30,4,2,0,0,0,1
31,1,53.19,3,4,4,2,1,3,0,1
39,1,117.98,4,21,4,5,2,0,3,1
87,1,135.0,10,10,4,3,1,0,0,0
30,1,113.4,11,18,4,3,0,0,0,1
157,0,112.0,7,16,3,1,1,0,0,0
85,0,168.3,9,15,4,3,1,0,3,0
3,0,0.0,4,9,1,1,0,1,0,1
31,1,63.0,12,11,3,2,1,0,0,1
3,0,79.0,2,7,4,0,2,3,0,0
10,1,139.0,7,16,4,1,0,3,0,0
28,1,89.0,5,9,2,2,1,0,0,1
91,1,90.45,10,30,4,2,2,0,0,1
29,2,154.93,9,25,4,1,2,0,3,1
19,1,118.0,9,6,4,2,0,3,0,1
104,1,140.4,5,17,4,3,0,0,3,1
46,1,71.1,3,12,4,1,1,3,0,1
90,1,105.3,4,19,4,3,0,0,0,1
7,1,151.0,6,30,4,2,0,0,0,1
28,1,144.8,5,20,4,2,1,0,3,1
1,1,105.0,8,11,4,4,0,0,0,1
27,0,142.72,4,15,4,4,2,0,3,0
86,1,104.4,10,26,4,2,0,0,3,0
12,2,141.0,5,2,4,0,1,0,0,1
84,0,94.5,7,13,4,4,0,3,0,0
11,0,62.0,3,16,3,3,0,0,1,1
113,1,90.0,12,8,4,1,0,0,0,0
0,0,145.67,7,6,4,3,0,3,0,1
127,1,96.3,6,27,4,2,1,0,0,1
110,0,112.88,9,20,3,3,0,0,3,1
3,1,136.0,6,10,4,1,0,0,3,1
108,3,150.3,8,27,4,1,1,0,3,1
14,1,166.0,8,15,4,1,1,0,3,1
81,2,125.1,8,16,4,1,0,3,0,1
30,1,105.3,10,14,4,1,0,0,3,1
74,0,114.3,3,24,4,3,0,0,3,0
57,1,66.53,9,19,4,3,2,3,0,1
0,2,45.0,4,28,3,1,0,0,0,1
58,1,75.0,11,20,3,1,2,0,0,1
233,0,90.95,8,29,4,5,1,0,0,0
62,0,96.23,9,4,4,2,2,0,1,0
10,1,140.0,4,22,4,2,0,0,0,1
8,0,73.15,9,1,4,2,0,0,0,1
10,2,107.67,11,18,4,2,1,0,0,1
117,1,85.0,12,13,4,5,0,0,0,0
34,0,65.0,10,25,2,1,2,0,0,1
7,2,136.0,9,21,4,2,1,0,3,1
70,0,67.5,3,12,4,1,2,3,0,0
76,0,102.68,9,18,3,0,2,0,0,0
37,0,131.4,6,4,4,1,1,0,3,0
5,1,65.0,11,15,2,3,0,0,0,1
3,1,37.5,12,21,3,1,1,0,1,1
137,1,90.0,11,15,4,2,0,0,0,0
0,0,91.0,2,25,4,2,0,0,0,0
80,1,93.6,11,19,4,1,2,0,0,1
6,1,95.0,1,26,4,1,0,0,0,1
13,0,66.71,12,5,4,2,1,0,3,1
53,1,149.4,8,6,4,1,0,0,3,1
56,1,207.9,8,13,4,1,2,0,5,1
133,0,103.7,6,27,4,4,1,0,3,0
32,0,109.87,9,25,4,3,2,0,3,1
26,1,80.85,10,4,4,1,2,0,0,1
136,0,123.25,6,30,4,3,1,1,0,1
60,1,142.13,7,24,4,4,2,0,3,1
89,0,114.3,7,5,4,3,0,0,0,0
69,1,95.2,3,31,4,4,2,0,3,1
126,0,89.25,5,22,4,2,2,3,0,0
149,0,72.25,7,10,4,4,2,0,0,0
2,1,124.5,6,28,4,4,0,3,0,1
19,0,75.0,11,2,3,1,0,0,0,1
0,2,0.0,7,22,1,2,0,0,4,1
153,1,72.25,10,16,3,2,2,3,0,1
243,2,106.2,9,9,4,2,1,0,0,0
33,1,78.2,11,12,3,2,2,0,3,1
103,2,93.6,12,7,4,1,0,0,0,0
266,0,104.55,12,26,4,3,1,0,3,1
87,0,72.25,6,10,3,2,0,3,0,1
22,0,127.67,6,21,4,3,0,0,0,0
5,0,115.8,10,18,3,3,2,0,0,1
41,2,123.3,3,15,4,3,0,0,3,1
21,2,102.85,6,9,4,1,0,0,0,1
172,1,137.7,7,28,4,2,0,0,3,0
95,0,132.3,10,20,4,3,0,0,3,0
116,1,88.4,12,23,4,4,2,0,0,1
16,0,89.22,4,8,4,3,2,0,3,1
60,1,135.9,9,10,4,2,2,0,0,0
65,1,94.5,7,23,4,1,1,3,0,1
15,1,75.0,1,21,4,1,0,3,0,1
97,1,135.9,9,10,4,3,2,0,0,1
44,0,131.4,11,21,4,0,1,0,4,1
45,2,94.5,10,20,4,1,0,0,0,1
150,0,96.0,6,16,3,3,0,0,0,0
33,2,159.75,10,6,4,4,0,0,5,0
21,0,95.0,9,5,4,1,2,0,0,1
130,1,153.3,10,31,4,2,1,0,5,1
1,1,0.0,7,30,1,1,0,0,0,1
14,1,100.0,11,2,4,1,0,3,0,1
112,1,115.52,5,5,4,3,1,0,3,1
21,1,117.0,10,8,4,1,0,0,3,0
92,0,96.3,6,27,4,0,1,0,0,0
7,3,143.0,9,20,4,1,0,0,0,1
26,1,119.0,10,19,4,3,0,3,0,1
82,2,89.25,9,5,4,1,0,0,0,1
9,2,90.0,1,27,4,1,0,3,0,1
23,0,102.0,1,2,3,1,2,1,0,1
69,2,108.53,4,27,4,4,1,0,3,1
12,2,68.0,12,3,3,3,2,0,0,1
77,0,113.4,10,19,4,2,0,0,0,0
61,0,0.0,10,4,4,0,2,0,0,1
16,0,63.2,2,5,4,6,2,3,0,0
115,0,104.4,10,27,4,2,0,0,3,0
65,1,125.1,7,10,4,2,2,0,3,1
0,2,67.5,3,25,3,2,1,0,0,1
56,1,107.1,7,1,4,2,1,3,0,1
101,1,105.3,7,25,4,1,1,0,0,0
22,0,91.0,2,13,4,4,2,0,0,1
278,0,84.15,12,27,3,5,0,0,0,1
7,2,145.0,8,19,4,2,1,0,3,1
181,1,103.7,7,26,4,4,0,0,3,0
10,1,108.67,11,25,4,2,1,0,0,1
18,1,80.0,2,8,4,2,1,0,0,1
53,0,159.3,5,27,4,2,1,0,3,0
41,0,191.58,4,21,4,3,0,0,6,0
85,0,87.0,2,13,4,1,0,0,0,0
171,0,63.75,7,22,3,6,2,3,0,0
98,3,116.1,6,10,4,2,1,3,0,1
25,0,64.64,2,7,4,2,2,0,0,1
5,0,117.0,11,4,4,1,0,0,3,1
63,1,97.71,5,22,4,1,2,0,0,1
32,1,99.0,9,25,4,1,2,3,0,1
194,1,106.2,4,30,4,1,2,0,0,0
186,2,168.3,7,7,4,2,0,0,5,0
38,2,196.46,5,27,4,2,2,0,6,1
74,0,92.65,12,27,3,3,0,0,0,1
50,1,108.0,11,3,4,3,1,0,0,0
1,3,0.0,5,5,1,1,0,0,3,1
146,1,94.5,7,13,4,3,0,3,0,1
195,1,0.0,7,20,4,4,2,3,0,1
37,0,148.95,4,27,4,4,0,0,3,0
53,0,80.75,9,17,3,2,2,0,0,1
61,1,145.4,9,8,4,3,0,0,3,1
36,1,159.0,3,24,4,3,0,0,3,0
14,1,91.43,8,17,4,4,1,3,0,1
24,2,150.0,6,14,4,5,0,0,3,1
0,0,76.0,1,21,2,1,0,0,0,1
138,1,91.48,7,4,4,2,1,0,3,1
116,1,85.5,12,29,4,4,0,0,0,1
193,0,130.05,8,7,4,5,2,0,3,0
8,1,72.38,12,6,4,2,0,0,0,1
38,0,112.59,9,26,4,1,1,3,0,0
18,1,94.4,6,13,4,4,1,0,0,1
51,1,80.3,2,25,4,3,0,0,0,1
85,1,117.0,6,4,4,1,1,0,0,1
4,0,65.0,9,28,2,2,1,0,0,1
44,2,149.4,9,10,4,1,2,0,3,1
102,1,108.0,10,9,4,0,1,3,0,0
208,0,83.85,10,3,4,0,1,0,0,0
15,0,153.0,9,2,4,2,1,0,3,1
32,0,165.15,4,27,4,1,0,1,0,1
16,1,80.3,1,22,4,2,0,0,0,1
56,0,74.0,6,9,3,3,1,0,0,1
52,0,60.0,11,12,3,3,2,0,3,1
7,2,121.0,11,13,4,3,2,0,3,1
56,1,73.95,3,10,4,3,1,0,0,1
7,2,90.0,8,26,4,2,0,0,0,1
3,0,71.8,12,5,4,3,1,3,0,1
141,0,90.95,9,16,3,4,2,0,3,1
212,1,63.11,8,16,4,5,2,3,0,1
110,0,190.8,10,14,4,2,0,0,5,0
34,1,95.47,10,2,4,3,2,0,3,1
217,2,63.75,11,20,4,2,2,3,0,0
14,1,134.75,11,8,4,2,0,3,0,1
3,1,0.0,7,30,1,1,1,0,4,1
38,0,171.0,3,23,4,2,0,0,5,0
35,0,84.24,6,1,4,2,0,3,0,0
72,0,78.15,3,19,4,1,0,0,1,0
24,1,104.0,12,18,4,1,2,0,0,1
179,0,80.75,9,12,3,5,2,0,0,1
40,0,112.95,3,23,4,4,0,0,0,0
96,0,99.45,3,24,4,3,1,0,3,1
12,1,87.0,2,14,3,1,2,0,0,1
62,0,139.05,3,11,4,2,1,0,1,0
2,1,108.0,2,26,4,1,0,0,3,1
15,0,93.0,2,20,4,1,2,0,0,1
12,0,230.0,2,14,4,3,2,1,5,0
128,0,90.0,11,19,4,1,1,0,0,0
29,1,72.0,1,26,4,3,0,3,0,1
128,3,100.29,9,16,4,2,0,3,0,1
